Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
OilGas,IOC_NS,CNN,26.3895,5.1371,3.5986,0.0408,51.5625,2.6019
OilGas,IOC_NS,LSTM,18.975,4.356,2.9562,0.0346,49.2898,2.2708
OilGas,IOC_NS,HYBRID,16.1453,4.0181,2.6808,0.0319,52.1307,2.0354
