Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Metal,VEDL_NS,CNN,256.7238,16.0226,12.0209,0.0477,49.2898,3.2257
Metal,VEDL_NS,LSTM,141.0273,11.8755,8.271,0.0353,48.4375,2.4439
Metal,VEDL_NS,HYBRID,132.8078,11.5242,7.9261,0.0343,47.7273,2.2586
