Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Pharma,LUPIN_NS,CNN,6028.4038,77.6428,61.3993,0.0489,50.5682,3.6686
Pharma,LUPIN_NS,LSTM,2578.9441,50.7833,37.8731,0.032,50.142,2.3967
Pharma,LUPIN_NS,HYBRID,2171.7022,46.6015,34.1447,0.0293,51.1364,2.1165
