Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Pharma,CIPLA_NS,CNN,1320.242,36.3351,28.8747,0.0271,49.0057,2.1083
Pharma,CIPLA_NS,LSTM,918.2203,30.3022,23.0446,0.0226,51.5625,1.7505
Pharma,CIPLA_NS,HYBRID,811.9187,28.4942,21.9484,0.0212,49.7159,1.6635
