date,close
2023-01-02,4111.69482421875
2023-01-03,4063.510009765625
2023-01-04,4056.94775390625
2023-01-05,4131.85986328125
2023-01-06,4175.7822265625
2023-01-09,4180.8115234375
2023-01-10,4144.93603515625
2023-01-11,4132.91357421875
2023-01-12,4118.4970703125
2023-01-13,4153.79736328125
2023-01-16,4128.4111328125
2023-01-17,4178.65625
2023-01-18,4208.9755859375
2023-01-19,4188.5712890625
2023-01-20,4137.36865234375
2023-01-23,4155.4736328125
2023-01-24,4211.22607421875
2023-01-25,4203.65869140625
2023-01-26,4203.65869140625
2023-01-27,4196.23486328125
2023-01-30,4221.47705078125
2023-01-31,4136.0751953125
2023-02-01,4187.1826171875
2023-02-02,4380.78515625
2023-02-03,4434.23876953125
2023-02-06,4431.173828125
2023-02-07,4413.16455078125
2023-02-08,4401.62060546875
2023-02-09,4442.38232421875
2023-02-10,4428.34765625
2023-02-13,4395.10693359375
2023-02-14,4406.45849609375
2023-02-15,4395.53759765625
2023-02-16,4379.779296875
2023-02-17,4342.658203125
2023-02-20,4266.548828125
2023-02-21,4314.015625
2023-02-22,4295.9580078125
2023-02-23,4264.34521484375
2023-02-24,4255.771484375
2023-02-27,4203.7548828125
2023-02-28,4274.1640625
2023-03-01,4195.65966796875
2023-03-02,4209.455078125
2023-03-03,4226.458984375
2023-03-06,4138.23095703125
2023-03-07,4138.23095703125
2023-03-08,4157.19775390625
2023-03-09,4111.26416015625
2023-03-10,4129.75244140625
2023-03-13,4126.49609375
2023-03-14,4112.46142578125
2023-03-15,4064.707275390625
2023-03-16,4129.9443359375
2023-03-17,4179.13525390625
2023-03-20,4149.72607421875
2023-03-21,4085.3994140625
2023-03-22,4066.0009765625
2023-03-23,4064.32470703125
2023-03-24,4023.3720703125
2023-03-27,4037.596923828125
2023-03-28,4023.419189453125
2023-03-29,4096.416015625
2023-03-30,4096.416015625
2023-03-31,4140.43359375
2023-04-03,4142.25341796875
2023-04-04,4142.25341796875
2023-04-05,4145.60693359375
2023-04-06,4119.0234375
2023-04-07,4119.0234375
2023-04-10,4087.027587890625
2023-04-11,4097.517578125
2023-04-12,4091.7216796875
2023-04-13,4154.95947265625
2023-04-14,4154.95947265625
2023-04-17,4227.453125
2023-04-18,4191.64453125
2023-04-19,4183.849609375
2023-04-20,4147.35888671875
2023-04-21,4216.92919921875
2023-04-24,4200.56005859375
2023-04-25,4289.76416015625
2023-04-26,4292.15185546875
2023-04-27,4302.72412109375
2023-04-28,4436.896484375
2023-05-01,4436.896484375
2023-05-02,4395.48486328125
2023-05-03,4411.1240234375
2023-05-04,4469.5380859375
2023-05-05,4507.490234375
2023-05-08,4480.59765625
2023-05-09,4477.4306640625
2023-05-10,4486.9794921875
2023-05-11,4516.40625
2023-05-12,4498.2333984375
2023-05-15,4512.21630859375
2023-05-16,4488.87939453125
2023-05-17,4513.2392578125
2023-05-18,4447.419921875
2023-05-19,4384.572265625
2023-05-22,4383.6953125
2023-05-23,4405.8134765625
2023-05-24,4404.0107421875
2023-05-25,4446.396484375
2023-05-26,4478.4541015625
2023-05-29,4458.04052734375
2023-05-30,4456.09130859375
2023-05-31,4537.74462890625
2023-06-01,4516.50341796875
2023-06-02,4534.91943359375
2023-06-05,4562.640625
2023-06-06,4584.85595703125
2023-06-07,4767.79638671875
2023-06-08,4750.16015625
2023-06-09,4753.76513671875
2023-06-12,4774.71484375
2023-06-13,4813.5439453125
2023-06-14,4815.0537109375
2023-06-15,4847.98828125
2023-06-16,4915.4638671875
2023-06-19,4892.419921875
2023-06-20,4926.9130859375
2023-06-21,4939.67724609375
2023-06-22,4859.291015625
2023-06-23,4843.45703125
2023-06-26,4880.8740234375
2023-06-27,4827.33154296875
2023-06-28,4864.26025390625
2023-06-29,4864.26025390625
2023-06-30,4895.830078125
2023-07-03,4879.99609375
2023-07-04,4881.79931640625
2023-07-05,4965.54736328125
2023-07-06,5041.01318359375
2023-07-07,4925.01318359375
2023-07-10,4902.943359375
2023-07-11,4953.65966796875
2023-07-12,4943.916015625
2023-07-13,4959.9443359375
2023-07-14,5001.697265625
2023-07-17,5011.6845703125
2023-07-18,4934.416015625
2023-07-19,4936.12109375
2023-07-20,4923.11279296875
2023-07-21,4917.705078125
2023-07-24,4841.60595703125
2023-07-25,4760.43994140625
2023-07-26,4855.92919921875
2023-07-27,4748.55224609375
2023-07-28,4777.7353515625
2023-07-31,4671.13818359375
2023-08-01,4693.9384765625
2023-08-02,4686.24072265625
2023-08-03,4676.009765625
2023-08-04,4675.5712890625
2023-08-07,4540.37548828125
2023-08-08,4487.36962890625
2023-08-09,4483.033203125
2023-08-10,4424.13232421875
2023-08-11,4394.75439453125
2023-08-14,4384.328125
2023-08-15,4384.328125
2023-08-16,4383.25634765625
2023-08-17,4386.27734375
2023-08-18,4418.8701171875
2023-08-21,4394.94921875
2023-08-22,4396.0693359375
2023-08-23,4396.84912109375
2023-08-24,4426.421875
2023-08-25,4409.85693359375
2023-08-28,4395.38818359375
2023-08-29,4414.6806640625
2023-08-30,4434.216796875
2023-08-31,4353.29443359375
2023-09-01,4369.46923828125
2023-09-04,4391.73388671875
2023-09-05,4399.28564453125
2023-09-06,4452.0966796875
2023-09-07,4414.6318359375
2023-09-08,4424.1806640625
2023-09-11,4451.51171875
2023-09-12,4450.14794921875
2023-09-13,4490.19482421875
2023-09-14,4457.16357421875
2023-09-15,4416.72705078125
2023-09-18,4478.4541015625
2023-09-19,4478.4541015625
2023-09-20,4411.416015625
2023-09-21,4441.76806640625
2023-09-22,4447.7119140625
2023-09-25,4452.9736328125
2023-09-26,4482.302734375
2023-09-27,4508.80615234375
2023-09-28,4408.63916015625
