Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-12-03,1463.4378582981897,1470.545813676341,1467.9086507086004
2025-12-04,1458.4991794143896,1471.5981702199456,1467.1109796826102
2025-12-05,1454.90967245031,1472.9707288716104,1466.3461133457204
2025-12-08,1452.0837665355489,1474.5546917706988,1465.5173162454748
2025-12-09,1449.4916056290965,1476.1751539985955,1464.692930781228
