Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Metal,HINDALCO_NS,CNN,362.012,19.0266,14.9277,0.0324,49.7159,2.4332
Metal,HINDALCO_NS,LSTM,254.4286,15.9508,11.6212,0.0271,49.4318,2.0241
Metal,HINDALCO_NS,HYBRID,263.7686,16.241,11.9076,0.0276,49.4318,2.0205
