date,close
2023-01-02,477.6296081542969
2023-01-03,470.6178894042969
2023-01-04,452.57379150390625
2023-01-05,456.69256591796875
2023-01-06,453.7015380859375
2023-01-09,461.6448974609375
2023-01-10,468.3133239746094
2023-01-11,481.4541931152344
2023-01-12,476.25665283203125
2023-01-13,479.0515441894531
2023-01-16,473.70697021484375
2023-01-17,478.4631652832031
2023-01-18,493.2220764160156
2023-01-19,489.2503967285156
2023-01-20,480.4735107421875
2023-01-23,484.6413269042969
2023-01-24,475.2760009765625
2023-01-25,479.63995361328125
2023-01-27,469.7353210449219
2023-01-30,463.21392822265625
2023-01-31,459.34033203125
2023-02-01,458.80096435546875
2023-02-02,456.3983459472656
2023-02-03,450.7595520019531
2023-02-06,438.6974792480469
2023-02-07,421.24176025390625
2023-02-08,428.05731201171875
2023-02-09,435.95159912109375
2023-02-10,424.7720947265625
2023-02-13,419.42755126953125
2023-02-14,426.39019775390625
2023-02-15,425.5566711425781
2023-02-16,426.29217529296875
2023-02-17,421.19268798828125
2023-02-20,425.850830078125
2023-02-21,423.1540222167969
2023-02-22,421.3888854980469
2023-02-23,428.00830078125
2023-02-24,407.21832275390625
2023-02-27,403.8350524902344
2023-02-28,391.4787902832031
2023-03-01,405.0608825683594
2023-03-02,402.8543701171875
2023-03-03,408.83642578125
2023-03-06,406.4828796386719
2023-03-08,399.8634033203125
2023-03-09,400.942138671875
2023-03-10,397.80401611328125
2023-03-13,394.46978759765625
2023-03-14,394.91107177734375
2023-03-15,398.29437255859375
2023-03-16,377.50439453125
2023-03-17,389.02716064453125
2023-03-20,378.2889099121094
2023-03-21,381.0347595214844
2023-03-22,385.15350341796875
2023-03-23,391.0865173339844
2023-03-24,380.88763427734375
2023-03-27,382.4076843261719
2023-03-28,385.3006286621094
2023-03-29,391.3316650390625
2023-03-31,397.50982666015625
2023-04-03,394.76397705078125
2023-04-05,395.4994812011719
2023-04-06,397.4117736816406
2023-04-10,403.4918212890625
2023-04-11,409.4738464355469
2023-04-12,409.5718994140625
2023-04-13,413.8868103027344
2023-04-17,420.408203125
2023-04-18,423.20306396484375
2023-04-19,424.6740417480469
2023-04-20,421.53594970703125
2023-04-21,414.1810302734375
2023-04-24,419.5256042480469
2023-04-25,421.48687744140625
2023-04-26,416.5835876464844
2023-04-27,422.4675598144531
2023-04-28,427.6650695800781
2023-05-02,437.5206604003906
2023-05-03,433.7451477050781
2023-05-04,436.88323974609375
2023-05-05,425.850830078125
2023-05-08,436.44195556640625
2023-05-09,431.8328857421875
2023-05-10,428.00830078125
2023-05-11,412.7100524902344
2023-05-12,396.9214172363281
2023-05-15,402.7563781738281
2023-05-16,404.4725036621094
2023-05-17,399.8143615722656
2023-05-18,398.6375732421875
2023-05-19,398.8827209472656
2023-05-22,399.8143615722656
2023-05-23,402.36407470703125
2023-05-24,399.02984619140625
2023-05-25,396.4311218261719
2023-05-26,405.5512390136719
2023-05-29,411.7784118652344
2023-05-30,405.1098937988281
2023-05-31,398.0491943359375
2023-06-01,398.490478515625
2023-06-02,412.6119384765625
2023-06-05,411.582275390625
2023-06-06,407.5125427246094
2023-06-07,414.4261779785156
2023-06-08,410.16033935546875
2023-06-09,407.0221862792969
2023-06-12,408.73834228515625
2023-06-13,413.2493896484375
2023-06-14,416.8287658691406
2023-06-15,414.8674621582031
2023-06-16,418.6920471191406
2023-06-19,417.9075012207031
2023-06-20,420.65338134765625
2023-06-21,412.80810546875
2023-06-22,411.92547607421875
2023-06-23,400.5989074707031
2023-06-26,406.6789855957031
2023-06-27,409.66998291015625
2023-06-28,412.0726318359375
2023-06-30,412.80810546875
2023-07-03,417.4172058105469
2023-07-04,417.56427001953125
2023-07-05,413.3474426269531
2023-07-06,418.15264892578125
2023-07-07,414.5242614746094
2023-07-10,419.5746154785156
2023-07-11,416.4365234375
2023-07-12,416.6326904296875
2023-07-13,426.782470703125
2023-07-14,438.30523681640625
2023-07-17,438.4523010253906
2023-07-18,435.902587890625
2023-07-19,430.7051086425781
2023-07-20,433.0096435546875
2023-07-21,426.0959777832031
2023-07-24,424.5760192871094
2023-07-25,440.8058776855469
2023-07-26,440.3155517578125
2023-07-27,442.66912841796875
2023-07-28,442.7672119140625
2023-07-31,453.6524963378906
2023-08-01,455.1235046386719
2023-08-02,445.70916748046875
2023-08-03,444.5323791503906
2023-08-04,448.16082763671875
2023-08-07,455.8590087890625
2023-08-08,445.954345703125
2023-08-09,459.8306579589844
2023-08-10,459.8306579589844
2023-08-11,453.50543212890625
2023-08-14,444.96734619140625
2023-08-16,439.4397888183594
2023-08-17,441.8087463378906
2023-08-18,433.81353759765625
2023-08-21,443.58544921875
2023-08-22,444.5231628417969
2023-08-23,455.2821350097656
2023-08-24,450.5935974121094
2023-08-25,444.17767333984375
2023-08-28,440.5255432128906
