Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Pharma,SUNPHARMA_NS,CNN,2103.1998,45.8607,36.2078,0.0314,48.0114,2.3128
Pharma,SUNPHARMA_NS,LSTM,1079.4017,32.8542,23.8129,0.0225,50.0,1.6141
Pharma,SUNPHARMA_NS,HYBRID,912.571,30.2088,22.0383,0.0207,49.4318,1.4748
