Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-12-03,3404.66780516314,3383.750099958778,3392.1527381483784
2025-12-04,3421.970900251302,3391.076190072859,3397.975507295731
2025-12-05,3440.5481010610724,3401.1156091298235,3405.693795934439
2025-12-08,3455.597507088015,3412.0431483357893,3414.5233018694785
2025-12-09,3465.709537057514,3422.956838824276,3423.691176554013
