Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Media,NAZARA_NS,CNN,82.739,9.0961,6.9557,0.0411,51.2784,3.0189
Media,NAZARA_NS,LSTM,66.2892,8.1418,5.8298,0.0368,50.0,2.6758
Media,NAZARA_NS,HYBRID,62.655,7.9155,5.4225,0.0358,50.5682,2.4377
