Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Pharma,DIVISLAB_NS,CNN,35673.0455,188.8731,143.4864,0.04,49.1477,2.8101
Pharma,DIVISLAB_NS,LSTM,17467.2891,132.1639,95.0035,0.028,50.2841,2.0507
Pharma,DIVISLAB_NS,HYBRID,18070.5299,134.4267,95.7177,0.0285,49.2898,2.0349
