Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-12-03,5761.362910333949,5861.3266872653885,5848.894323331951
2025-12-04,5715.126074862991,5868.028087972045,5848.463686511861
2025-12-05,5672.358546464726,5872.575405256378,5847.943394218865
2025-12-08,5631.444866340319,5875.87141992195,5847.133381925462
2025-12-09,5601.178638356008,5878.398099314234,5846.51347244035
