Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Media,SAREGAMA_NS,CNN,259.1787,16.099,11.1397,0.0373,49.858,2.5182
Media,SAREGAMA_NS,LSTM,249.8669,15.8072,10.8546,0.0366,49.0057,2.5027
Media,SAREGAMA_NS,HYBRID,255.5455,15.9858,10.6596,0.037,48.0114,2.4303
