Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-12-03,2279.3777968926665,2246.511468287668,2251.8250527628825
2025-12-04,2303.418913607078,2242.527678214655,2253.252834563253
2025-12-05,2326.9096444637203,2238.4853753594216,2254.9197766049274
2025-12-08,2350.0099853514794,2232.792183831533,2256.6953545106526
2025-12-09,2370.7054939140457,2225.689280627195,2258.420029522653
