Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Healthcare,MAXHEALTH_NS,CNN,1456.0252,38.1579,29.8373,0.0444,49.858,3.294
Healthcare,MAXHEALTH_NS,LSTM,896.1079,29.9351,22.5335,0.0348,51.1364,2.6999
Healthcare,MAXHEALTH_NS,HYBRID,848.9166,29.1362,21.3109,0.0339,48.0114,2.4817
