Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
IT,HCLTECH_NS,CNN,1628.846,40.359,30.8226,0.0287,51.5625,2.0878
IT,HCLTECH_NS,LSTM,1202.4936,34.677,25.4552,0.0247,51.4205,1.825
IT,HCLTECH_NS,HYBRID,1093.5207,33.0684,24.203,0.0235,52.983,1.7101
