Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Metal,JSWSTEEL_NS,CNN,503.9536,22.4489,17.9207,0.0251,45.7386,1.9343
Metal,JSWSTEEL_NS,LSTM,324.0707,18.002,13.8011,0.0201,47.017,1.5556
Metal,JSWSTEEL_NS,HYBRID,326.6243,18.0727,13.8038,0.0202,46.4489,1.538
