Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Bank,HDFCBANK_NS,CNN,249.4456,15.7938,12.4063,0.0189,48.7216,1.4495
Bank,HDFCBANK_NS,LSTM,145.9029,12.079,9.082,0.0145,47.7273,1.0938
Bank,HDFCBANK_NS,HYBRID,153.8868,12.4051,9.3876,0.0149,50.0,1.1287
