Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Auto,MARUTI_NS,CNN,89743.4241,299.5721,221.6198,0.0262,49.5739,1.8189
Auto,MARUTI_NS,LSTM,60336.9924,245.6359,181.204,0.0215,48.8636,1.5784
Auto,MARUTI_NS,HYBRID,48181.8082,219.5035,159.5274,0.0192,47.8693,1.3849
