Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-12-03,2471.5213664372,2477.5148687419446,2471.9094997046295
2025-12-04,2468.1465522771923,2479.2767019860803,2471.8658451174674
2025-12-05,2463.964930019991,2480.492857271924,2471.0064315778754
2025-12-08,2458.3329187160625,2481.68318958138,2469.5504301740484
2025-12-09,2452.172114718688,2483.059973944815,2467.921979130992
