Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-12-03,2125.4876197539334,2151.799535852553,2140.647016869571
2025-12-04,2113.0967304131586,2156.7098847869966,2139.403234790129
2025-12-05,2103.319541352768,2160.871444976874,2137.5060142008847
2025-12-08,2091.1449596015123,2163.6886761661935,2135.4822632587625
2025-12-09,2081.1493663574533,2165.225766391212,2133.65697197648
