Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Media,ZEEL_NS,CNN,93.7207,9.6809,7.7259,0.0603,49.4318,5.5491
Media,ZEEL_NS,LSTM,73.7871,8.5899,5.6289,0.0535,50.142,3.4984
Media,ZEEL_NS,HYBRID,60.9126,7.8047,5.2369,0.0486,50.2841,3.3111
