Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-12-03,934.1391590475106,974.9422851546676,982.4882616568834
2025-12-04,917.658017043215,974.780462669413,985.1913090298066
2025-12-05,902.8381152167298,975.4300279028325,987.5727407470652
2025-12-08,888.1036137232854,976.495694920966,989.9829518384827
2025-12-09,874.4159465912734,977.6417351058209,992.3624464824807
