Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Bank,SBIN_NS,CNN,437.0334,20.9053,16.3552,0.0294,49.0057,2.1909
Bank,SBIN_NS,LSTM,244.3606,15.632,11.6351,0.022,50.5682,1.6561
Bank,SBIN_NS,HYBRID,234.6225,15.3174,11.4362,0.0216,48.8636,1.6074
