Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-12-03,1245.4971328390095,1256.8564128723003,1258.1491393848203
2025-12-04,1235.6396281463535,1254.0074495127112,1253.694596549836
2025-12-05,1224.8100680812731,1253.676079078208,1249.704081414001
2025-12-08,1215.4475980625396,1254.8362322421162,1246.2187408062655
2025-12-09,1208.3195043522246,1256.9002310283506,1243.1680572855807
