Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Bank,AXISBANK_NS,CNN,484.8299,22.0189,16.9161,0.0205,49.2898,1.5431
Bank,AXISBANK_NS,LSTM,467.5763,21.6235,15.7561,0.0201,48.2955,1.4754
Bank,AXISBANK_NS,HYBRID,405.4873,20.1367,14.4566,0.0187,48.7216,1.3388
