Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
FMCG,ITC_NS,CNN,52.9261,7.275,5.3738,0.0174,50.142,1.2805
FMCG,ITC_NS,LSTM,60.099,7.7524,5.5845,0.0186,48.1534,1.3594
FMCG,ITC_NS,HYBRID,46.1448,6.793,5.0239,0.0163,49.0057,1.2145
