Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Auto,EICHERMOT_NS,CNN,26183.7923,161.8141,123.1875,0.0359,50.2841,2.4995
Auto,EICHERMOT_NS,LSTM,11681.3594,108.0803,83.1063,0.024,48.8636,1.8914
Auto,EICHERMOT_NS,HYBRID,11985.23,109.4771,81.0661,0.0243,50.142,1.7868
