Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-12-03,1112.8875892390547,1090.472672708173,1074.0736550612924
2025-12-04,1122.9357306686347,1095.1108394861478,1070.4309762206253
2025-12-05,1130.2549877273398,1096.7734907415052,1067.3531422662174
2025-12-08,1136.2515642763894,1097.0061651505057,1064.2062689577124
2025-12-09,1143.4462806673605,1096.7469729302957,1061.0406315839655
