Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Chemicals,UPL_NS,CNN,225.9652,15.0321,11.8173,0.0247,50.5682,1.9926
Chemicals,UPL_NS,LSTM,212.2808,14.5699,10.7501,0.024,49.858,1.8134
Chemicals,UPL_NS,HYBRID,175.3332,13.2413,9.9866,0.0218,50.4261,1.68
