Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-12-03,739.2008836572348,742.2205465767265,749.5520333617685
2025-12-04,733.322509552112,738.4182804736589,748.9593027829089
2025-12-05,727.4132539951362,735.6063286845741,748.4424273589586
2025-12-08,722.5485739022694,733.6811578054653,748.0199543702407
2025-12-09,718.6169462718271,732.465910543962,747.6659912611477
