Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-12-03,172.94653286674648,175.5823760340771,176.73375585910046
2025-12-04,171.3317427865031,175.03999673940788,176.40836957593305
2025-12-05,170.09159801449695,174.93025135301525,176.0473914534284
2025-12-08,169.2953421839701,175.0171014336109,175.7409775808164
2025-12-09,168.71180899887977,175.17419979135195,175.4749357892722
