Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
OilGas,GAIL_NS,CNN,43.1454,6.5685,4.6534,0.041,48.0114,2.6907
OilGas,GAIL_NS,LSTM,31.1817,5.5841,4.0976,0.0348,48.8636,2.5035
OilGas,GAIL_NS,HYBRID,26.2847,5.1269,3.7231,0.032,48.4375,2.2435
