Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
OilGas,ONGC_NS,CNN,59.347,7.7037,5.3603,0.0358,48.5795,2.3338
OilGas,ONGC_NS,LSTM,49.0529,7.0038,4.7665,0.0326,49.2898,2.1606
OilGas,ONGC_NS,HYBRID,39.8432,6.3121,4.2792,0.0293,50.0,1.9024
