Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Chemicals,SRF_NS,CNN,3366.0749,58.0179,42.7282,0.0229,49.5739,1.6311
Chemicals,SRF_NS,LSTM,2703.3286,51.9935,38.305,0.0205,49.0057,1.5108
Chemicals,SRF_NS,HYBRID,2615.7208,51.1441,38.0152,0.0201,49.4318,1.4821
